,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.94
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.932
108,0.0,0.0,0.0,40.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.079
109,0.0,0.0,0.0,41.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.068
110,0.0,0.0,41.903,40.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7
111,0.0,0.0,41.343,40.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.301
112,0.0,0.0,41.861,40.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.537
113,0.0,0.0,41.194,40.521,42.44,0.0,0.0,0.0,0.0,0.0,0.0,39.796
114,0.0,0.0,41.324,40.285,42.816,0.0,0.0,0.0,0.0,0.0,0.0,41.637
115,0.0,0.0,41.073,40.547,43.063,0.0,0.0,0.0,0.0,0.0,42.832,41.077
116,42.196,0.0,39.529,39.6,42.737,0.0,0.0,0.0,0.0,0.0,43.308,40.942
117,42.317,0.0,41.014,40.552,42.76,0.0,39.765,0.0,0.0,0.0,42.456,40.427
118,42.298,0.0,40.413,40.167,42.9,0.0,40.509,0.0,0.0,0.0,42.967,39.993
119,-1.0,0.0,41.26,39.554,42.679,0.0,39.766,0.0,0.0,0.0,42.482,40.355
120,42.368,0.0,41.142,39.598,42.887,39.537,39.882,41.022,0.0,41.218,41.432,39.74
121,41.769,0.0,40.687,39.808,42.404,39.369,40.211,41.946,0.0,41.541,42.712,39.257
122,42.531,38.802,40.741,39.896,42.462,39.578,39.758,41.587,0.0,40.776,42.261,39.808
123,42.012,39.097,40.931,39.288,41.773,38.853,39.936,41.084,42.718,41.589,42.507,39.043
124,41.842,38.986,41.122,39.646,41.989,39.666,39.496,41.554,41.939,40.18,41.873,38.756
125,41.978,39.475,40.407,39.68,41.825,38.913,39.723,40.776,42.209,40.798,41.738,39.48
126,34.915,38.896,40.442,39.07,41.761,39.484,39.653,40.92,41.962,40.706,41.779,38.787
127,42.03,39.267,40.89,39.497,41.607,38.994,39.082,40.917,42.056,40.029,42.043,38.93
128,42.013,38.391,40.665,39.413,41.879,38.446,38.816,40.448,41.704,40.675,41.674,38.677
129,42.077,39.139,40.032,38.774,41.088,39.101,39.265,41.184,41.876,40.284,40.968,37.886
130,42.027,38.598,40.342,39.534,41.399,38.577,39.517,40.282,41.415,39.975,41.801,38.109
131,42.096,38.983,40.435,39.196,41.138,38.599,38.966,40.68,41.065,40.054,41.285,38.008
132,41.962,38.787,40.417,39.019,41.043,38.398,39.026,41.053,39.411,39.908,41.202,38.55
133,42.189,39.078,40.639,39.263,41.003,37.9,39.404,40.937,39.488,40.128,41.439,38.253
134,42.23,38.381,39.899,38.97,40.528,38.174,39.333,40.189,40.738,39.729,41.483,37.546
135,41.895,38.548,40.371,39.392,41.278,38.369,39.421,40.502,39.511,39.851,41.136,37.864
136,41.746,39.124,39.678,38.579,40.786,37.75,38.777,40.463,39.937,39.47,41.718,37.42
137,41.874,38.022,40.182,39.136,40.484,37.966,39.563,40.482,39.994,39.227,40.904,37.754
138,-1.0,39.224,40.163,39.01,39.996,36.595,38.897,39.99,39.346,39.273,40.393,37.543
139,41.251,38.227,40.09,39.164,39.966,37.832,39.1,40.777,38.355,39.261,40.665,37.989
140,41.778,39.28,39.687,38.464,39.79,37.793,39.258,39.795,39.082,39.371,40.763,37.534
141,41.692,38.358,39.981,38.826,38.51,37.377,38.646,40.549,39.365,39.472,39.998,37.807
142,36.044,39.343,39.607,38.215,40.161,37.233,39.387,40.22,38.997,39.014,40.595,37.222
143,41.354,38.729,39.89,38.329,39.732,37.006,38.998,40.148,39.407,39.317,40.727,37.279
144,41.342,38.96,38.602,38.454,40.193,37.205,38.89,40.397,38.434,39.453,40.474,37.467
145,41.209,38.953,39.75,38.561,40.261,36.139,39.26,40.446,38.89,38.927,40.515,37.682
146,40.99,39.082,39.253,38.772,39.943,37.08,39.038,40.388,38.351,38.676,40.633,36.061
147,-1.0,39.101,39.934,38.186,38.498,37.368,39.032,39.988,38.374,38.769,40.457,37.243
148,40.897,38.766,39.331,38.587,39.884,37.492,38.575,40.673,38.529,39.081,41.052,37.065
149,40.344,39.355,39.347,38.438,40.06,36.996,39.303,40.155,37.646,38.565,40.295,35.741
150,40.387,38.61,39.749,38.723,40.134,37.262,39.345,40.839,38.001,38.749,40.389,37.298
151,40.25,38.977,40.134,38.695,38.498,36.768,39.522,40.191,38.262,38.008,40.639,37.59
152,39.67,39.577,39.421,38.748,39.682,36.756,39.608,40.231,38.304,38.162,41.292,35.889
153,39.534,38.929,40.001,38.756,39.792,36.332,39.029,38.633,38.441,38.119,40.531,37.053
154,39.935,39.091,39.327,38.969,39.795,36.908,39.164,39.861,38.461,37.791,40.736,37.185
155,40.202,39.228,40.395,38.548,39.836,36.371,39.057,40.763,37.874,37.99,41.368,37.318
156,40.278,39.298,40.373,38.857,40.113,36.892,38.803,40.28,38.634,38.165,41.659,36.532
157,40.332,38.038,39.551,39.13,40.122,36.752,39.382,40.289,37.927,38.452,41.786,37.233
158,40.957,39.321,40.2,38.696,40.129,37.362,39.547,40.328,38.016,38.58,41.965,36.988
159,40.957,39.347,39.4,38.503,39.936,37.16,38.355,39.651,37.815,37.913,41.116,37.218
160,40.957,38.924,40.354,38.373,39.765,37.078,39.136,39.839,37.652,37.63,41.69,36.591
161,40.957,39.25,40.295,38.938,39.59,37.105,39.445,39.712,37.779,38.413,42.086,36.387
162,40.957,39.512,40.119,38.891,39.727,36.108,38.485,40.14,38.049,37.93,42.282,36.366
163,-1.0,37.625,40.41,37.995,39.943,37.038,39.487,39.506,38.102,37.444,41.802,36.78
164,40.712,38.287,40.651,38.402,39.799,37.501,39.716,40.199,37.85,38.686,41.853,36.659
165,40.963,39.161,40.821,38.918,39.785,37.544,38.851,40.335,37.138,37.939,42.06,36.215
166,41.149,38.94,40.234,38.602,40.256,37.551,39.22,40.174,37.913,38.121,42.627,36.587
167,41.297,38.932,41.029,38.791,40.155,37.187,40.064,39.781,38.317,38.569,42.404,36.038
168,41.522,38.886,41.487,38.99,40.306,37.56,40.363,40.486,37.71,38.213,42.316,35.153
169,41.699,38.615,41.514,39.052,40.063,38.095,40.497,40.99,37.823,38.132,42.339,35.595
170,36.768,39.75,41.272,39.12,40.602,36.949,40.69,40.748,37.541,36.286,42.352,36.285
171,42.051,40.259,41.258,38.781,40.491,37.466,41.079,40.93,37.158,37.667,42.272,35.794
172,42.133,40.653,41.523,38.445,40.553,37.452,40.746,41.298,37.721,38.086,42.532,36.74
173,42.36,40.784,42.199,39.738,40.389,37.44,40.326,41.703,37.892,38.327,42.976,36.569
174,42.57,40.958,42.428,40.403,40.205,37.915,41.059,41.914,36.781,36.826,43.335,36.761
175,42.337,41.02,43.301,39.926,41.168,37.924,41.628,42.342,37.188,37.876,42.341,36.839
176,42.38,41.628,43.028,39.434,41.608,37.921,41.631,42.206,37.331,38.043,41.902,36.646
177,42.719,42.48,42.871,40.548,41.979,37.975,42.303,42.461,37.952,38.284,42.464,37.384
178,42.772,42.692,43.546,41.42,41.747,37.958,43.117,43.152,38.053,38.426,41.191,37.803
179,42.975,43.49,44.537,41.391,41.779,37.854,43.158,43.486,35.896,39.12,41.172,36.25
180,43.678,44.266,44.578,42.079,41.391,37.847,42.887,44.167,37.974,39.073,41.903,37.156
181,37.362,44.34,44.28,41.833,41.762,38.71,42.702,44.247,38.138,39.311,41.639,37.11
182,43.59,44.297,44.406,41.594,41.317,38.712,43.33,44.799,38.01,39.147,42.172,38.136
183,44.723,44.045,44.781,42.272,41.886,39.29,43.699,44.954,38.148,38.884,41.848,38.253
184,-1.0,44.093,45.557,42.646,42.152,39.209,44.253,44.998,37.53,38.712,40.505,38.211
185,-1.0,44.666,45.689,42.493,42.258,38.968,45.024,44.676,38.435,38.647,41.952,37.78
186,45.202,44.548,46.32,42.517,42.248,38.726,45.601,44.755,38.454,39.433,42.242,38.166
187,45.202,45.395,46.865,42.5,42.983,39.105,46.179,45.315,38.426,39.508,42.185,38.146
188,45.438,46.617,47.435,42.403,43.211,40.14,46.112,45.262,38.34,40.173,42.588,39.625
189,46.716,47.229,47.412,40.952,43.116,40.295,46.683,45.941,38.908,40.502,42.997,40.809
190,45.96,47.68,49.013,42.317,43.141,40.99,46.604,46.006,39.06,40.879,43.57,40.27
191,46.463,47.232,49.763,42.414,43.017,40.745,47.27,46.688,38.84,41.404,43.887,40.57
192,45.238,47.183,50.837,42.167,43.639,40.85,47.881,46.682,38.727,40.855,44.225,40.235
193,47.964,49.218,51.61,42.888,43.523,40.906,48.459,47.404,38.71,40.637,45.232,40.857
194,48.81,49.326,51.492,43.176,44.346,41.136,49.708,48.086,38.623,42.177,45.057,41.839
195,49.344,49.993,51.722,43.847,44.342,41.965,49.636,47.931,40.107,42.947,44.688,41.113
196,49.028,47.775,50.911,45.353,45.065,41.939,49.588,47.76,40.294,43.593,44.87,43.093
197,49.423,46.405,49.321,46.201,45.047,42.835,50.006,47.862,40.635,43.643,45.903,42.979
198,48.99,45.072,48.452,47.138,44.838,43.61,50.174,47.821,42.466,44.695,46.005,43.675
199,49.42,44.025,46.8,48.295,44.972,44.795,51.168,48.524,42.774,45.375,46.387,44.464
200,50.729,42.486,45.167,48.869,45.438,44.819,52.679,49.208,43.294,46.636,47.577,44.33
201,51.822,39.345,44.414,49.122,45.221,45.206,52.592,49.143,43.261,46.323,48.321,44.161
202,50.001,36.622,41.626,48.957,46.049,45.713,50.27,50.116,44.062,46.877,48.885,45.231
203,48.977,35.023,40.366,49.283,46.631,45.426,49.455,50.954,44.753,47.797,48.282,45.859
204,47.556,33.824,38.392,50.423,46.728,46.757,47.283,50.991,45.116,48.12,47.871,47.409
205,44.018,31.341,37.092,51.015,46.893,47.498,44.04,51.668,43.585,48.946,48.543,48.345
206,42.503,27.147,36.165,51.608,45.113,47.303,41.412,52.57,42.755,50.38,49.011,48.481
207,38.304,19.946,33.835,51.868,43.466,45.6,36.893,53.097,41.1,51.204,49.234,45.979
208,0.0,17.395,0.0,52.485,41.466,44.72,0.0,53.746,40.134,51.657,49.841,44.457
209,0.0,13.535,0.0,53.223,40.332,43.486,0.0,54.422,38.577,52.473,49.287,43.191
210,0.0,0.0,0.0,54.837,39.047,42.83,0.0,52.783,36.64,50.128,49.572,42.394
211,0.0,0.0,0.0,55.143,36.964,41.997,0.0,52.013,35.488,48.76,50.141,40.914
212,0.0,0.0,0.0,54.936,35.134,38.74,0.0,51.08,33.076,47.238,50.667,38.165
213,0.0,0.0,0.0,52.116,33.336,35.917,0.0,49.731,30.631,45.138,51.165,2.598
214,0.0,0.0,0.0,3.839,27.422,33.552,0.0,45.564,28.494,43.176,51.037,0.0
215,0.0,0.0,0.0,0.0,26.877,28.198,0.0,42.643,24.79,42.309,48.839,0.0
216,0.0,0.0,0.0,0.0,24.771,21.767,0.0,3.084,22.933,36.936,45.63,0.0
217,0.0,0.0,0.0,0.0,21.042,18.621,0.0,0.0,19.479,0.0,44.234,0.0
218,0.0,0.0,0.0,0.0,19.039,0.0,0.0,0.0,14.593,0.0,36.679,0.0
219,0.0,0.0,0.0,0.0,16.816,0.0,0.0,0.0,11.949,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.515,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.107,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
