,Day,Month,Year,DAP,Stage,WC(1.20)a,Raina,Irri,Surf,Infilt,RO,Drain,CR,Zgwta,Ex,E,E/Ex,Trxa,Tra,Tr/Trx,ETx,ET,ET/ETx,GD,Za,StExp,StSto,StSen,StSalta,StWeed,CC,CCw,StTr,Kc(Tr),Trxb,Trb,TrW,Tr/Trxb,WP,Biomass,HI,Y(dry),Y(fresh),Brelative,WPet,Bin,Bout,WC(1.20)b,Wr(0.40),Zb,Wr,Wr(SAT),Wr(FC),Wr(exp),Wr(sto),Wr(sen),Wr(PWP),SaltIn,SaltOut,SaltUp,Salt(1.20),SaltZ,Zc,ECe,ECsw,StSaltb,Zgwtb,ECgw,WC01,WC 2,WC 3,WC 4,WC 5,WC 6,WC 7,WC 8,WC 9,WC10,WC11,WC12,ECe01,ECe 2,ECe 3,ECe 4,ECe 5,ECe 6,ECe 7,ECe 8,ECe 9,ECe10,ECe11,ECe12,Rainb,ETo,Tmin,Tavg,Tmax,CO2
30,29,1,2008,31,2,354.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.1,0.0,58,0.1,0.1,100,0.1,0.1,82,8.0,0.4,0,0,0,0,0,42.1,42.1,0,0.62,0.1,0.1,0.1,100,17.7,0.809,84.9,0.687,6.872,100,13.57,0.0,0.0,354.9,114.9,0.4,114.9,200.0,120.0,86.1,68.4,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.9,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,12.0,18.0,384.92
31,30,1,2008,32,2,354.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,58,0.1,0.1,100,0.1,0.1,85,11.5,0.4,0,0,0,0,0,49.9,49.9,0,0.71,0.1,0.1,0.1,100,17.7,0.934,84.9,0.794,7.937,100,15.33,0.0,0.0,354.8,114.8,0.4,114.8,200.0,120.0,86.1,68.4,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.5,25.0,384.92
32,31,1,2008,33,2,354.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,57,0.1,0.1,100,0.1,0.1,87,11.5,0.4,0,0,0,0,0,56.3,56.3,0,0.77,0.1,0.1,0.1,100,17.7,1.071,85.0,0.91,9.096,100,17.32,0.0,0.0,354.7,114.7,0.4,114.7,200.0,120.0,86.0,68.3,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.7,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.5,25.0,384.92
33,1,2,2008,34,2,354.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,56,0.1,0.1,100,0.2,0.2,89,11.5,0.4,0,0,0,0,0,61.4,61.4,0,0.82,0.1,0.1,0.1,100,17.7,1.216,85.0,1.033,10.328,100,19.06,0.0,0.0,354.6,114.6,0.4,114.6,200.0,120.0,86.3,68.6,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.6,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,15.5,25.0,384.92
34,2,2,2008,35,2,354.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,55,0.0,0.0,100,0.1,0.0,87,4.7,0.4,0,0,0,0,0,63.3,63.3,21,0.84,0.0,0.0,0.0,100,17.7,1.332,85.0,1.132,11.32,100,20.71,0.0,0.0,354.5,114.5,0.4,114.5,200.0,120.0,85.9,68.3,46.1,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,8.7,11.4,384.92
35,3,2,2008,36,2,354.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,55,0.1,0.1,100,0.1,0.1,91,11.5,0.4,0,0,0,0,0,67.1,67.1,0,0.87,0.1,0.1,0.1,100,17.7,1.486,85.0,1.263,12.628,100,22.65,0.0,0.0,354.4,114.4,0.4,114.4,200.0,120.0,86.1,68.4,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.4,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.5,25.0,384.92
36,4,2,2008,37,2,354.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,54,0.0,0.0,100,0.0,0.0,71,2.0,0.4,0,0,0,0,0,67.7,67.7,86,0.88,0.0,0.0,0.0,100,17.7,1.509,85.0,1.282,12.818,100,22.98,0.0,0.0,354.4,114.4,0.4,114.4,200.0,120.0,85.8,68.2,46.1,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.4,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,384.92
37,5,2,2008,38,2,354.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,54,0.0,0.0,100,0.0,0.0,74,2.2,0.4,0,0,0,0,0,68.4,68.4,82,0.88,0.0,0.0,0.0,100,17.7,1.537,85.0,1.306,13.062,100,23.37,0.0,0.0,354.4,114.4,0.4,114.4,200.0,120.0,85.9,68.2,46.1,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.4,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,6.5,384.92
38,6,2,2008,39,2,354.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,54,0.0,0.0,100,0.0,0.0,91,5.2,0.4,0,0,0,0,0,69.8,69.8,13,0.89,0.0,0.0,0.0,100,17.7,1.674,85.0,1.423,14.227,100,25.29,0.0,0.0,354.4,114.4,0.4,114.4,200.0,120.0,85.9,68.2,46.1,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.4,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.2,12.5,384.92
39,7,2,2008,40,2,354.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,54,0.1,0.1,100,0.1,0.1,92,6.9,0.4,0,0,0,0,0,71.5,71.5,2,0.91,0.1,0.1,0.1,100,17.7,1.831,85.0,1.556,15.559,100,27.27,0.0,0.0,354.3,114.3,0.4,114.3,200.0,120.0,86.0,68.3,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.3,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,10.9,15.8,384.92
40,8,2,2008,41,2,354.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,54,0.1,0.1,100,0.1,0.1,93,8.6,0.4,0,0,0,0,0,73.3,73.3,0,0.92,0.1,0.1,0.1,100,17.7,1.994,85.0,1.694,16.943,100,29.28,0.0,0.0,354.2,114.2,0.4,114.2,200.0,120.0,86.0,68.3,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,12.6,19.2,384.92
41,9,2,2008,42,2,354.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,53,0.0,0.0,100,0.0,0.0,85,3.2,0.4,0,0,0,0,0,73.9,73.9,60,0.93,0.0,0.0,0.0,100,17.7,2.059,85.0,1.75,17.498,100,30.05,0.0,0.0,354.2,114.2,0.4,114.2,200.0,120.0,86.0,68.3,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,7.2,8.3,384.92
42,10,2,2008,43,2,354.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,53,0.0,0.0,100,0.0,0.0,91,4.4,0.4,0,0,0,0,0,74.7,74.7,27,0.93,0.0,0.0,0.0,100,17.7,2.18,85.0,1.853,18.528,100,31.61,0.0,0.0,354.1,114.1,0.4,114.1,200.0,120.0,85.9,68.3,46.1,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,8.4,10.9,384.92
43,11,2,2008,44,2,354.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,53,0.1,0.1,100,0.1,0.1,93,8.1,0.4,0,0,0,0,0,75.9,75.9,0,0.94,0.1,0.1,0.1,100,17.7,2.347,85.0,1.994,19.945,100,33.56,0.0,0.0,354.1,114.1,0.4,114.1,200.0,120.0,86.0,68.3,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,12.1,18.2,384.92
44,12,2,2008,45,2,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,52,0.1,0.1,100,0.1,0.1,88,3.5,0.4,0,0,0,0,0,76.4,76.4,51,0.95,0.1,0.1,0.1,100,17.7,2.429,85.0,2.064,20.639,100,34.32,0.0,0.0,354.0,114.0,0.4,114.0,200.0,120.0,86.1,68.5,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,24.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,7.5,9.0,384.92
45,13,2,2008,46,2,353.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,52,0.2,0.2,100,0.2,0.2,94,11.5,0.4,0,0,0,0,0,77.9,77.9,0,0.96,0.2,0.2,0.2,100,17.7,2.598,85.0,2.208,22.079,100,35.56,0.0,0.0,353.8,113.8,0.4,113.8,200.0,120.0,86.3,68.6,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,23.8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,15.5,25.0,384.92
46,14,2,2008,47,2,353.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,51,0.1,0.1,100,0.1,0.1,94,11.5,0.4,0,0,0,0,0,79.0,79.0,0,0.97,0.1,0.1,0.1,100,17.7,2.769,85.0,2.353,23.531,100,37.16,0.0,0.0,353.7,113.7,0.4,113.7,200.0,120.0,86.1,68.4,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,23.7,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.5,25.0,384.92
47,15,2,2008,48,2,353.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,50,0.1,0.1,100,0.1,0.1,94,11.5,0.4,0,0,0,0,0,80.0,80.0,0,0.97,0.1,0.1,0.1,100,17.7,2.941,85.0,2.5,24.995,100,38.83,0.0,0.0,353.6,113.6,0.4,113.6,200.0,120.0,86.1,68.4,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,23.6,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.5,25.0,384.92
48,16,2,2008,49,2,353.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,50,0.1,0.1,100,0.1,0.1,95,11.5,0.4,0,0,0,0,0,80.8,80.8,0,0.98,0.1,0.1,0.1,100,17.7,3.115,85.0,2.647,26.468,100,40.41,0.0,0.0,353.4,113.4,0.4,113.4,200.0,120.0,86.1,68.4,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,23.4,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.5,25.0,384.92
49,17,2,2008,50,2,353.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,49,0.2,0.2,100,0.2,0.2,95,7.6,0.4,0,0,0,0,0,81.2,81.2,0,0.98,0.2,0.2,0.2,100,17.7,3.288,85.0,2.795,27.945,100,41.54,0.0,0.0,353.3,113.3,0.4,113.3,200.0,120.0,86.3,68.6,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,23.3,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,11.6,17.1,384.92
50,18,2,2008,51,2,353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,48,0.3,0.3,100,0.3,0.3,95,11.5,0.4,0,0,0,0,0,81.7,81.7,0,0.99,0.3,0.3,0.3,100,17.7,3.463,85.0,2.943,29.429,100,41.81,0.0,0.0,353.0,113.0,0.4,113.0,200.0,120.0,86.6,68.9,46.4,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,23.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.0,15.5,25.0,384.92
51,19,2,2008,52,2,352.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,46,0.1,0.1,100,0.1,0.1,95,11.5,0.4,0,0,0,0,0,82.1,82.1,0,0.99,0.1,0.1,0.1,100,17.7,3.638,85.0,3.092,30.917,100,43.16,0.0,0.0,352.8,112.8,0.4,112.8,200.0,120.0,86.1,68.4,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,22.8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.5,25.0,384.92
52,20,2,2008,53,2,352.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,46,0.1,0.1,100,0.1,0.1,95,11.3,0.4,0,0,0,0,0,82.5,82.5,0,0.99,0.1,0.1,0.1,100,17.7,3.813,85.0,3.241,32.409,100,44.66,0.0,0.0,352.7,112.7,0.4,112.7,200.0,120.0,86.0,68.4,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,22.7,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.3,24.5,384.92
53,21,2,2008,54,2,352.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,45,0.1,0.1,100,0.1,0.1,95,10.7,0.4,0,0,0,0,0,82.7,82.7,0,0.99,0.1,0.1,0.1,100,17.7,3.989,85.0,3.39,33.904,100,46.06,0.0,0.0,352.6,112.6,0.4,112.6,200.0,120.0,86.1,68.4,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,22.6,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,14.7,23.3,384.92
54,22,2,2008,55,2,352.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,45,0.1,0.1,100,0.2,0.1,95,11.5,0.4,0,0,0,0,0,82.9,82.9,0,1.0,0.1,0.1,0.1,100,17.7,4.165,85.0,3.54,35.401,100,47.16,0.0,0.0,352.5,112.5,0.4,112.5,200.0,120.0,86.2,68.5,46.2,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,22.5,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.5,25.0,384.92
55,23,2,2008,56,2,352.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,44,0.2,0.2,100,0.2,0.2,95,11.5,0.4,0,0,0,0,0,83.0,83.0,0,1.0,0.2,0.2,0.2,100,17.7,4.342,85.0,3.69,36.899,100,47.83,0.0,0.0,352.3,112.3,0.4,112.3,200.0,120.0,86.3,68.6,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,22.3,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,15.5,25.0,384.92
56,24,2,2008,57,2,352.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.0,0.0,43,0.2,0.2,100,0.2,0.2,95,11.5,0.4,0,0,0,0,0,83.1,83.1,0,1.0,0.2,0.2,0.2,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,352.1,112.1,0.4,112.1,200.0,120.0,86.4,68.7,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,22.1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,15.5,25.0,384.92
57,25,2,2008,58,2,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.2,0.1,42,0.0,0.0,100,0.2,0.1,42,11.5,0.4,0,-9,0,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,352.0,112.0,0.4,112.0,200.0,120.0,86.4,68.6,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,22.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,15.5,25.0,384.92
58,26,2,2008,-9,0,351.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.2,0.1,41,0.0,0.0,100,0.2,0.1,41,10.4,0.4,0,-9,0,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,351.9,111.9,0.4,111.9,200.0,120.0,86.4,68.6,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,21.9,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,14.4,22.8,384.92
59,27,2,2008,-9,0,351.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.1,0.0,41,0.0,0.0,100,0.1,0.0,41,10.6,0.4,0,-9,0,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,351.9,111.9,0.4,111.9,200.0,120.0,86.4,68.4,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,21.9,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,14.6,23.1,384.92
60,28,2,2008,-9,0,351.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.2,0.1,41,0.0,0.0,100,0.2,0.1,41,11.5,0.4,0,-9,0,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,351.8,111.8,0.4,111.8,200.0,120.0,86.4,68.5,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,21.8,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,15.5,25.0,384.92
61,29,2,2008,-9,0,351.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.1,0.0,41,0.0,0.0,100,0.1,0.0,41,3.5,0.4,0,-9,0,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,351.7,111.7,0.4,111.7,200.0,120.0,86.4,68.4,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,21.7,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,7.5,9.1,384.92
62,1,3,2008,-9,0,351.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.1,0.1,40,0.0,0.0,100,0.1,0.1,40,8.5,0.4,0,-9,0,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,351.7,111.7,0.4,111.7,200.0,120.0,86.4,68.5,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,21.7,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.0,12.5,19.1,384.92
63,2,3,2008,-9,0,351.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.3,0.1,40,0.0,0.0,100,0.3,0.1,40,11.5,0.4,0,-9,0,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,351.6,111.6,0.4,111.6,200.0,120.0,86.4,68.9,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,21.6,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.0,15.5,25.0,384.92
64,3,3,2008,-9,0,351.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.5,0.2,39,0.0,0.0,100,0.5,0.2,39,11.5,0.4,0,-9,0,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,351.4,111.4,0.4,111.4,200.0,120.0,86.4,69.1,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,21.4,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.0,15.5,25.0,384.92
65,4,3,2008,-9,0,351.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.9,0.2,0.1,39,0.0,0.0,100,0.2,0.1,39,7.4,0.4,0,-9,0,0,-9,0.0,0.0,0,-9.0,0.0,0.0,0.0,100,17.7,4.518,85.0,3.84,38.398,100,48.4,0.0,0.0,351.3,111.3,0.4,111.3,200.0,120.0,86.4,68.6,46.3,40.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0,-9.9,-9.0,21.3,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,11.4,16.9,384.92
